make,model,year,price,mileage,fuel_type,transmission,description,image_url,body_type,vehicle_id
Honda,Civic Prosmetic,2005,1300000,148739,Petrol,Automatic,1.7 engine  interior need and clean 10/10 condition leather seat very comfortable AC chilled LED installed body 8/10 only 1 minor touchup body normal body work required engine 10/10 Family used car Just buy and drive,https://images.olx.com.pk/thumbnails/411687801-800x600.jpeg,None,kaggle_5503
Daihatsu,Cuore,2009,875000,90000,Petrol,Manual,"Daihatsu Coure cx eco
Model 2009 registered 2010
Excellent Original Condition
Chilled Ac
alloy rims with new tyers
Color gun matalic
Usb dvd sound systum
Mileage 90000
Manual transmission
smooth drive
own excellent engine
no work need
original inside and outside  some peceis touch up
All documents cleared my wattsapp zero300 two 5 one 0 double 9 seven",https://images.olx.com.pk/thumbnails/412145273-800x600.jpeg,None,kaggle_5504
Suzuki,Bolan,2007,615000,100000,Petrol,Manual,hiroof 2007 ghar k use ki ha 90 persn original indoor complete oragnial ha out door 2sites tuchup ha all dociment celear 2 owner ha,https://images.olx.com.pk/thumbnails/406389369-800x600.jpeg,None,kaggle_5505
Honda,City Idsi,2016,2000000,100000,Petrol,Automatic,"I want to buy a car for my family use my investement amount is of
15-20 Lacs. . . . . Who want to sell hir/her excellent. . . Car with all clear documents. 
Will Pay you at spot if deal gets done.",https://images.olx.com.pk/thumbnails/414641190-800x600.jpeg,None,kaggle_5506
Toyota,Corrolla Altis,2018,4790000,127000,Petrol,Automatic,"As good as a brand new car. Fully maintained through authorized dealership. Non accidental. Exchange option can be considered. Bonet and Fender minor paint touchup done by Company (Just Spray), All Seals intact. Outclass Condition.",https://images.olx.com.pk/thumbnails/403947814-800x600.jpeg,None,kaggle_5507
Daihatsu,Cuore,2006,715000,89000,Petrol,Manual,"Selling my Daihatsu Coure CX Eco
Model: 2006
Color: White
Transmission: Manual
Original in condition. 
Driven on petrol throughout. 
Almost in original Paint only touchups in Foot Peri. 
Brand new tires installed. 
Original return file, book and number plates of this car are also available. 
Never got into accident. 
No any work requied just buy and drive. 
Whatsapp Call only during office hours please.",https://images.olx.com.pk/thumbnails/412855478-800x600.jpeg,None,kaggle_5508
Suzuki,Mehran Vxr,2018,1625000,38000,Petrol,Manual,Suzuki mehran vxr 2018,https://images.olx.com.pk/thumbnails/393471704-800x600.jpeg,None,kaggle_5509
Honda,Civic Prosmetic,2002,1350000,150000,Petrol,Automatic,"Honda Civic 2002 
original file by hand
smart card by hand
biometric on the spot",https://images.olx.com.pk/thumbnails/413428042-800x600.jpeg,None,kaggle_5510
Toyota,Corolla Gli,2017,3500000,84000,Petrol,Automatic,Toyota Corolla Gli Auto Model 2017 Reg. 2018 Silver Color Alloyrims android system original condition,https://images.olx.com.pk/thumbnails/408497858-800x600.jpeg,None,kaggle_5511
Chevrolet,Joy,2009,880000,200000,Petrol,Manual,"Chevrolet Joy 2009 MPI
Golden grey Colour
Life time token paid 
1000CC powerful engine 
Smart card available
Registered against my own CNIC
Alloy wheels 60% to 70%
Inner genuine, outer showered
engine is perfect
No mechanical work required 
Some dents and sacraches and they are as they were. 
Please contact only serious customers 
No foolish offers please 
The price is almost final (somewhat negotiable. )",https://images.olx.com.pk/thumbnails/397835954-800x600.jpeg,None,kaggle_5512
Suzuki,Alto,2022,2340000,26000,Petrol,Manual,"SUZUKI ALTO VXR 
MODEL 2022 
26000 KM GENUINE MILEAGE 
ANDROID PANEL BACK CAMERA INSTALL 
EXPENSIVE ALLOYRIMS 
POWER WINDOWS INSTALLED 
GOOD CONDITION LIKE NEW 
URGENT SALE CALL ONLY",https://images.olx.com.pk/thumbnails/414381241-800x600.jpeg,None,kaggle_5513
Hyundai,Santro,2005,980000,156000,Petrol,Manual,"Hyundai Sentro executive For Sale
White Colour
Seal By Seal Condition
Non Accident Condition
Book file original Complete
Original Number plates
Life Time Token Paid
Powe Staring Original
Power Windows Original
Tubeless Tyres AlloyRim
New Battery
No Work require Buy And Drive Condition
Note:Delars Sai Mazaar plllzzzzzz. . . . 
Location: Lahore",https://images.olx.com.pk/thumbnails/414909165-800x600.jpeg,None,kaggle_5514
Mitsubishi,Ek Wagon,2014,1660000,198000,Petrol,Automatic,one sliding door working with remote,https://images.olx.com.pk/thumbnails/411494252-800x600.jpeg,None,kaggle_5515
Faw,X-Pv,2018,811000,127481,Petrol,Manual,Faw xpv home used dual ac total genioun  engine ok ac heater ok 7 seater 15 km average 1 liter,https://images.olx.com.pk/thumbnails/411224767-800x600.jpeg,None,kaggle_5516
Suzuki,Swift,2022,4630000,10550,Petrol,Automatic,"Selling my top variant Suzuki swift GLC CVT

*Registered in December-2022
*Glass Coated
*Under Coated
*Full genuine vehicle and maintained
 through suzuki authorised dealers
*17 km per litre average inside city

Serious buyers contact",https://images.olx.com.pk/thumbnails/414848472-800x600.jpeg,None,kaggle_5517
Suzuki,Cultus Vxr,2014,1515000,84500,Petrol,Manual,"Original Documents
Condition 10/10
Power Steering 
Back-Cam
Total Mileage - 84500
Price is slightly negotiable please don’t try to put the offer which is Not Acceptable
Locations - DHA Phase 1 & Near Ichara",https://images.olx.com.pk/thumbnails/414551287-800x600.jpeg,None,kaggle_5518
Changan,Karvaan,2020,2250000,15000,Petrol,Manual,"Urgent Sale
Changhan Karwan 
Model 2020
Color Black
100 % Original  
Complete file
Smooth drive 15000 KM only 
",https://images.olx.com.pk/thumbnails/412002156-800x600.jpeg,None,kaggle_5519
Mercedes,C Class,2004,2750000,135000,Petrol,Automatic,Owned by Army Officer. model 2004 nd registered 2007 (sindh). very neat and clean interior. recently engine changed worth 350k. token tax paid till june 2023. AC nd heater functional. tires  are 80%. serious buyers are requested for reasonable bargaining.,https://images.olx.com.pk/thumbnails/404250717-800x600.jpeg,None,kaggle_5520
Hyundai,Santro,2000,620000,145687,Petrol,Manual,sentro neat and clean engan 100 %tyer 70 present body wise iner total genuine outer chat dgi darwaza genuine sell pack Gere no Zang very good sesption decmont orgnal ha,https://images.olx.com.pk/thumbnails/409125289-800x600.jpeg,None,kaggle_5521
Suzuki,Swift,2012,2075000,125000,Petrol,Manual,"Mint Condition 
Engine/Suspension/AC 100%
New tyres
Smart Card available",https://images.olx.com.pk/thumbnails/412972166-800x600.jpeg,None,kaggle_5522
Toyota,Corolla Xli,2012,2230000,151000,Petrol,Manual,urgent sale need money note outside shower excedent nh hy bhai  ,https://images.olx.com.pk/thumbnails/415023059-800x600.jpeg,None,kaggle_5523
Honda,City Ivtec,2013,2900000,90000,Petrol,Manual,"Honda city 2013 ivtec manual transmission 
only back fender spray
total jenion
Non accidental 
urgent sale 
dealers hazrat se mazrat",https://images.olx.com.pk/thumbnails/396318422-800x600.jpeg,None,kaggle_5524
Toyota,Corolla Xli,2007,1710000,214000,Petrol,Manual,original condition minor touching new tyres and Alloy rim back camera  machinery 100% return file owner name price negotiation only serious buyer contact  only call owner name 7year,https://images.olx.com.pk/thumbnails/417541610-800x600.jpeg,None,kaggle_5525
Suzuki,Alto,2007,780000,69571,Cng,Manual,"Alto vxr 2007 
lifetime
new fresh Tyer 
sounds system is available",https://images.olx.com.pk/thumbnails/414575513-800x600.jpeg,None,kaggle_5526
Honda,Civic Oriel,2019,3250000,100000,Petrol,Automatic,"I am selling my Honda civic oriel 2019 model
10/10 condition
for more details contact me",https://images.olx.com.pk/thumbnails/408681524-800x600.jpeg,None,kaggle_5527
Suzuki,Bolan,2011,1190000,65000,Cng,Manual,alyrim sondsestam islambad no laifetaime genuine condition,https://images.olx.com.pk/thumbnails/410897178-800x600.jpeg,None,kaggle_5528
Honda,City Idsi,2000,650000,1234,Petrol,Manual,"Honda City EXIS
Model 2000
Reg 2000
All documents clear 
Transfer must",https://images.olx.com.pk/thumbnails/413342671-800x600.jpeg,None,kaggle_5529
Hyundai,Santro,2007,1190000,100000,Petrol,Manual,excellent condition power starring  new tyre no work require home use water throwing engine petrol and ganinion cng fitted from company with 4 baby cylinder . only serious customer contact,https://images.olx.com.pk/thumbnails/411132080-800x600.jpeg,None,kaggle_5530
Suzuki,Baleno,2022,1900000,125000,Petrol,Automatic,"Suzuki esteem, Canadian fresh import, model ",https://images.olx.com.pk/thumbnails/414834601-800x600.jpeg,None,kaggle_5531
Suzuki,Alto,2006,600000,225008,Petrol,Manual,"outer shawer, engine is ok. . 03-11-zero-11-91-8-zero
",https://images.olx.com.pk/thumbnails/414734107-800x600.jpeg,None,kaggle_5532
Suzuki,Baleno,2002,850000,175000,Petrol,Manual,zuki baleno 2002 model 2003 register iner sill by sill out of shaver,https://images.olx.com.pk/thumbnails/414015432-800x600.jpeg,None,kaggle_5533
Daihatsu,Cuore,2011,880000,93000,Petrol,Manual,coure car 2011 model 7 month ki child ac car no work gari side say shower ha baki engine room or roof chat original ha,https://images.olx.com.pk/thumbnails/402050889-800x600.jpeg,None,kaggle_5534
Suzuki,Cultus Vxr,2015,1425000,97500,Petrol,Manual,Neat and Clean family car. . just buy and drive condition,https://images.olx.com.pk/thumbnails/414525846-800x600.jpeg,None,kaggle_5535
Toyota,Corolla Xli,2010,2280000,234567,Petrol,Manual,"2010 Model Xli Home Used Car
Sel To Sel Jenain only 4 samal Pice spry no poteen
New Tyer Mide in Japan Yakohama only 3000 km used
A/C perfect work
After Market Android Screen+ 4 Speaker+ 6 months warnty
Cng+Petrol
All Documents Cristal Clears
New Redeiater+ Battery",https://images.olx.com.pk/thumbnails/413015220-800x600.jpeg,None,kaggle_5536
Mercedes,C Class,2007,4500000,10000,Petrol,Manual,only interested people contact,https://images.olx.com.pk/thumbnails/410597591-800x600.jpeg,None,kaggle_5537
Honda,City Idsi,2005,1380000,159000,Petrol,Manual,"Outside 90% shower for fresh look
Inside genion 100%
Engine changed updatedon book
Documents clear
Tax clear
Ac 100% working
Suspension 100% working
Urgent sell
Only for honda lovers
Foolish offer not required  offer already in hand 
Petrol average 18 to 21 count 
First nearest offer than deal done",https://images.olx.com.pk/thumbnails/411913442-800x600.jpeg,None,kaggle_5538
Suzuki,Swift,2022,4250000,28000,Petrol,Automatic,"Suzuki Swift GLX CVT
Just Like New 
No work Required
original papers 
well maintained by suzuki customer services 
Islamabad Regurgitation
Little Negotiable 
Great Fuel Average
28000 Driven With Care",https://images.olx.com.pk/thumbnails/410403919-800x600.jpeg,None,kaggle_5539
Toyota,Corolla Gli,2009,1970000,140000,Petrol,Manual,"Front, roof and back total genuine, good average, Driven on petrol throughout, registered in 2010.",https://images.olx.com.pk/thumbnails/402384666-800x600.jpeg,None,kaggle_5540
Kia,Spectra,2002,460000,150000,Cng,Manual,"Kia spectra 2002
1600cc own engine
Good excel susp
Both cng and patrol
Power steering
Power window
Power break
Body ok
New tyre good condition
Alloyrim
Tax paid upto 2022
All document clear
Cplc clear
Contact ",https://images.olx.com.pk/thumbnails/409314138-800x600.jpeg,None,kaggle_5541
Suzuki,Bolan,2017,1275000,58100,Petrol,Manual,utjant sale use money,https://images.olx.com.pk/thumbnails/412629241-800x600.jpeg,None,kaggle_5542
Toyota,Corolla Gli,2012,2410000,82000,Petrol,Manual,"* FUNCTIONS . . . . . . 
* AC Working
* Original documents with smart card
* Total genuine 
* Alloy Rim with Brand new Tyris
* Engine 100%
*Smooth drive
*No mechanical work
*Original Condition And Bumper to Bumper

*  82,000 Driven 
*Price will be slightly negotiable 
*Only contact for serious buyers . . . 
More information contact only this number. . . . 0300/7504/547
plz WhatsApp or call only",https://images.olx.com.pk/thumbnails/412957566-800x600.jpeg,None,kaggle_5543
Toyota,Corolla Xli,2012,2320000,123456,Petrol,Manual,"car is total genuine just tow door showers 
inside total genuine 100%
suspension 100 % ok just replace all parts 
tires is brand new car is totally  sell to sell
just by and drive  other details for call or whatsaap ",https://images.olx.com.pk/thumbnails/393562078-800x600.jpeg,None,kaggle_5544
Honda,City Aspire,2013,2450000,92000,Petrol,Automatic,"Honda City Automatic 
Model  2013
1st owner
Own water-dropping engine
92k mileage
Sides touchup due to scratches
LCD with back camera installed
LED installed
My Family use car
No work required
PRICE IS ALMOST FINAL!",https://images.olx.com.pk/thumbnails/414030337-800x600.jpeg,None,kaggle_5545
Honda,City Ivtec,2013,2500000,170000,Petrol,Manual,"90% genuine 
own name
new tyres
alloy rim
android panel
back camera
16/17 km average",https://images.olx.com.pk/thumbnails/414788250-800x600.jpeg,None,kaggle_5546
Toyota,Corolla Gli,2012,2260000,200000,Petrol,Manual,"for sale 
toyota corolla GLI 
Model 2012 Gli
color Red Win 
android led panel screen 
back camera 
Interior 101% original 
chath our pillar original hain
side shower hain scratch ki wjha se
no poliget
no Accident 101% Guarantee 
original engine 101% Guarantee 
Soundless Engine 101% Guarantee 
suspension 101%
Original Documents 101%
original number plates 101%
registration karachi november 2012

1 rupee ka koi kaam nahi hai. . 
gadi check krne k lye apne sath mechanic ko zaror lekr aai . . . . 

demand 2,260,000 Rs

cell # ",https://images.olx.com.pk/thumbnails/413346171-800x600.jpeg,None,kaggle_5547
Mitsubishi,Minicab Bravo,2018,1350000,171000,Petrol,Manual,2013 model 2017 import 2018 ragestration behtareen gari ha home used full ok ha koi masla nahi subah 12 bajy se rat 8 bajy tak call kar sakty hen,https://images.olx.com.pk/thumbnails/413953136-800x600.jpeg,None,kaggle_5548
Daihatsu,Mira,2019,3700000,85183,Petrol,Automatic,"Daihatsu Mira es. 
Model 2019
Islamabad registered,
Only serious buyers can contact,
WhatsApp or call only,",https://images.olx.com.pk/thumbnails/410116919-800x600.jpeg,None,kaggle_5549
Hyundai,Santro,2006,780000,180000,Petrol,Manual,"santro club
2006 fully maintaind no work requried",https://images.olx.com.pk/thumbnails/410433355-800x600.jpeg,None,kaggle_5550
Daihatsu,Mira,2017,2400000,70000,Petrol,Automatic,mira 2014/2017 full Genuine,https://images.olx.com.pk/thumbnails/414837234-800x600.jpeg,None,kaggle_5551
Toyota,Altis Grande,2016,3600000,111111,Petrol,Manual,"Altis Corolla 1.8 Available for sale

Engine : 100% (1.8)
Suspension: 100%
Colour : Attitude Black 
First owner (TRANSFER MUST)
Battery health is so Good 
Leather seats covers 
Original grandy Rims 
Interior is as Excellent
100% Original body 
No dents no paints scratchless body 
Through out petrol + High octane 
Well Mentained no work Required 100% 
I have also original back lights+ Front  grill 

ALL DOCUMENTS CLEAR CPLC CLEAR 
Locating : Malir Cantt Checkpost 2
Price Negotiable For only Serious  buyer  
please only call no sms",https://images.olx.com.pk/thumbnails/405163066-800x600.jpeg,None,kaggle_5552
Toyota,Passo,2011,2450000,65000,Petrol,Automatic,"Toyota Passo Model 2011
Import 2014
Islamabad Registered
1st Owner
New Tyres
AC/Heater Working 
Everything is in working condition. 
Sofa Seats 
Fog Lamps
Neat n Clean Interior/Seats
Car can be seen at East Park Bungalows Wah Cantt.",https://images.olx.com.pk/thumbnails/411820969-800x600.jpeg,None,kaggle_5553
Suzuki,Alto,2011,1190000,84500,Petrol,Manual,Suzuki alto totall.  ganian,https://images.olx.com.pk/thumbnails/413730833-800x600.jpeg,None,kaggle_5554
Daihatsu,Mira,2012,2000000,75000,Petrol,Automatic,only one piece touch up vip condition home use car exchange possible corolla 2015 other info call,https://images.olx.com.pk/thumbnails/412555021-800x600.jpeg,None,kaggle_5555
Honda,Civic Prosmetic,2002,1550000,94532,Petrol,Automatic,"Aoa
its a well maintained car, handel with extra care. no work required just buy n enjoy 
contact me olx chat or watsup only
",https://images.olx.com.pk/thumbnails/411895199-800x600.jpeg,None,kaggle_5556
Suzuki,Mehran Vxr,2016,1140000,4000,Petrol,Manual,"mehran vxr
16 model
original colour
gray colour
no accident
original file with smart card
company fitted AC
very good enjine
contact ",https://images.olx.com.pk/thumbnails/414082497-800x600.jpeg,None,kaggle_5557
Mitsubishi,Lancer,2006,1550000,237000,Petrol,Automatic,"1500cc mint condition lancer for sale, Body,tyres, engine in pristine condition. Android panel installed.  Hids installed. Alloy Rims. Rear view viper model very rare. Going abroad so need ",https://images.olx.com.pk/thumbnails/411699982-800x600.jpeg,None,kaggle_5558
Honda,Civic Prosmetic,2011,3375000,108000,Petrol,Automatic,"Model: Honda Civic
Year: 2011
Registration year: 2012
Mileage:",https://images.olx.com.pk/thumbnails/412683493-800x600.jpeg,None,kaggle_5559
Toyota,Corolla Xli,2004,1300000,99999,Petrol,Manual,Toyota 2004 model Lahore registered hai genuine halat main. Ac working main hai token upto date. Smart card bana hua hai. Biometric available hai.,https://images.olx.com.pk/thumbnails/398282678-800x600.jpeg,None,kaggle_5560
Suzuki,Swift,2012,1590000,85000,Petrol,Manual,"selling fully maintained car no tiny work required just buy and enjoy your ride. 
fully original 
interior and exterior
AC chilled 
suspension 100% in working 
tyre health 90% 
need offer . . 
urgent sell 
contact : ",https://images.olx.com.pk/thumbnails/414569676-800x600.jpeg,None,kaggle_5561
Suzuki,Wagon R,2015,1850000,236000,Petrol,Manual,Wagonr 2015 model …. .,https://images.olx.com.pk/thumbnails/411085362-800x600.jpeg,None,kaggle_5562
Toyota,Corrolla Altis,2009,2395000,170000,Petrol,Automatic,arjant zarort ha pasyo ki jis bhi ko samj ay WO hi rabta kry almost fanil saydy sahwar baqi janman,https://images.olx.com.pk/thumbnails/412004937-800x600.jpeg,None,kaggle_5563
Daihatsu,Hijet,2011,1380000,85000,Petrol,Automatic,"hijet 2011/2017 bumper to bumper original returns file text Upto date 2024 save guards new carpeting white colour extra seats speaker power m new tyre new dry battery half cruise just buy and drive one hand use good condition serious buyer contact 
0/3/1/3/8/6/9/0/9/0/9",https://images.olx.com.pk/thumbnails/409970246-800x600.jpeg,None,kaggle_5564
Honda,City Idsi,2005,1545000,177500,Petrol,Manual,"new tyers 
new berry
all work done . smart card. o",https://images.olx.com.pk/thumbnails/404770605-800x600.jpeg,None,kaggle_5565
Honda,City Idsi,2004,1685000,143000,Petrol,Manual,"2004 model good condation home use car on my name islamabad reg smat card token up to date injan a one ac working a one tyre a one sapenshion a one papu car by, & drive
",https://images.olx.com.pk/thumbnails/395458126-800x600.jpeg,None,kaggle_5566
Suzuki,Every,2024,1520000,100000,Petrol,Automatic,all decodes ok home use wtsp nmbr ,https://images.olx.com.pk/thumbnails/397485771-800x600.jpeg,None,kaggle_5567
Daihatsu,Hijet,2010,1075000,125000,Petrol,Automatic,"New Engine
New Suspension
New Tyres
New Battery
Price is final no bargaining",https://images.olx.com.pk/thumbnails/392099457-800x600.jpeg,None,kaggle_5568
Suzuki,Bolan,2015,899000,54000,Petrol,Manual,this is very beautiful green  carry bolan one hand drive condition A1,https://images.olx.com.pk/thumbnails/399152796-800x600.jpeg,None,kaggle_5569
Toyota,Corolla Gli,2012,2850000,170000,Petrol,Manual,(View phone number),https://images.olx.com.pk/thumbnails/413916909-800x600.jpeg,None,kaggle_5570
Toyota,Passo,2016,2480000,70000,Petrol,Automatic,urgent sale ,https://images.olx.com.pk/thumbnails/390699339-800x600.jpeg,None,kaggle_5571
Toyota,Altis Grande,2017,4350000,87000,Petrol,Manual,Toyota Corolla Altis Grande model 2017 almost in genuine condition engine macheinal super fit neat and clean Room like a brand new Car fuel average is so good 17-18 km in per liter,https://images.olx.com.pk/thumbnails/405498232-800x600.jpeg,None,kaggle_5572
Suzuki,Bolan,2004,535000,1234,Petrol,Manual,"reten fil cplc clear tikli original book available engine good condition
5 sal ka tax Jo la ga wo pa kara ga",https://images.olx.com.pk/thumbnails/409916333-800x600.jpeg,None,kaggle_5573
Suzuki,Swift,2014,1900000,168000,Petrol,Manual,"2014 model. 
Isb reg
Owm my name
Token up to date
location kahuta",https://images.olx.com.pk/thumbnails/413318742-800x600.jpeg,None,kaggle_5574
Kia,Classic,2004,620000,1234,Petrol,Manual,"car own my name 
tax upto date Dec 2023 
golden number 
return file complete original 
new original number plate ajrak style issued 
new battery
new radiator 
new tyres 
new all brake system 
non accidental 
l. p. g is also working
A/C is chilled and working condition",https://images.olx.com.pk/thumbnails/412839480-800x600.jpeg,None,kaggle_5575
Honda,Civic Prosmetic,2010,2050000,105000,Petrol,Automatic,"Honda Civic 2010 reborn
2/3 peice minor touch up
Chilleed ac
3rd owner
Suspension brand neEngine water dripping
105k genuinely guaranteed mileage
Throughout hi octane only
1.8 cc hardtop
Own engine
Best for family used
Location Clifton block 2 0303/20/74/",https://images.olx.com.pk/thumbnails/411971363-800x600.jpeg,None,kaggle_5576
Honda,City Ivtec,2020,3720000,54350,Petrol,Manual,"Honda City 1.3 Manual. . 
Modal. . 2020 
Islamabad Registration. . 
Bumper to Bumper Genuine 100%. . 
54350 km driven. . 
Euro Star Genuine Tyre. . 
Spare Tyre Un-Used
1st Onwer. . 
Biometric Available. . 
Location:Chani Goth City Tehsil Ahmedpur East District Bahawalpur 
0/3/0/5: 3/8/1/2/3/7/7
Only Call Please. .",https://images.olx.com.pk/thumbnails/414799890-800x600.jpeg,None,kaggle_5577
Daihatsu,Move,2011,1860000,12345,Petrol,Automatic,"2011 model 2014 registered. pearl white colour. mechenicall perfect. push start. retractable mirrors. family used car. Complete original file is availble . Petrol driven, CNG never installed . Lifetime token tax paid. Never got into accident. Will be sold to nearest offer. 
Need to sell the car urgently.",https://images.olx.com.pk/thumbnails/411880075-800x600.jpeg,None,kaggle_5578
Toyota,Passo,2014,2695000,117000,Petrol,Automatic,"im the 2nd owner bought it from first owner. 
complete file rawalpindi numbr 
sofa seats keyless entry door sensors. 
on my own name  
giving 1750 to 1850 average local guatanted
2014 model new lights 2018 import
seal to seal intact with very minor tchng on one fender
genuine milleage guaranted
perfect engine chilled ac heater
perfect for family. 
genuine airbags. 
trouble free car :)",https://images.olx.com.pk/thumbnails/414581162-800x600.jpeg,None,kaggle_5579
Daihatsu,Cuore,2001,612000,25700,Petrol,Manual,"coure car very good condition, all minors work complete, no further required. only purchased and drive. chilled AC, alloy Rims, keyless entry system, and more much.",https://images.olx.com.pk/thumbnails/406475598-800x600.jpeg,None,kaggle_5580
Honda,City Vario,2007,1680000,79000,Petrol,Automatic,"Recently done All necessary work like general tunning plugs coils Engine oil, Transmission oil, Break pad,Break sho
suspension stearing Axel work, Seat cover + interior, HID install and many more Alloy Rims. Driven on petrol throughout . Never got into accident. All taxes paid till June 2024. Looking to sell the car urgently.",https://images.olx.com.pk/thumbnails/395344235-800x600.jpeg,None,kaggle_5581
Mitsubishi,Minicab Bravo,2012,1200000,152000,Petrol,Manual,"Car is in good and genuine condition, no touching on the car. Token tax paid for life. Brand new tires installed. Car is also being verified by Pakwheels. No sms only call plz",https://images.olx.com.pk/thumbnails/412228268-800x600.jpeg,None,kaggle_5582
Suzuki,Wagon R,2021,3000000,31470,Petrol,Manual,insurance tractor available 10 by 10 condition b2b genuine,https://images.olx.com.pk/thumbnails/414483776-800x600.jpeg,None,kaggle_5583
Mitsubishi,Minicab Bravo,2012,1190000,15000,Petrol,Automatic,"Mitsubishi minicab 660cc total genuine condition engine change updated on book ac chilled, new tyres and alloyrim tax 2023 tk paid hy, owners name, 2012 model 2018 registered",https://images.olx.com.pk/thumbnails/391136476-800x600.jpeg,None,kaggle_5584
Suzuki,Wagon R,2019,2295000,47500,Petrol,Manual,"Govt. Officer used VXL car
Total Genuine 
100% soundless Engine 
Chilled AC
17-18 KM/ Liter in city
Look like New
LED Panel 
New Japani Tyre with Genuine Rims
Low Mileage
Single User
Poshish New
Mint Drive
Selling because replacing with Corolla or Honda
Hoda look like new
Gari pics mein nazar arahi hai
Koi kaam nahi hai
Buy karen or chalayen
Contact 0345/",https://images.olx.com.pk/thumbnails/414419176-800x600.jpeg,None,kaggle_5585
Honda,Civic Oriel,2015,3925000,110000,Petrol,Automatic,"own my name home used , token tax paid all mechanicals interior exterior in best condition, for more please feel free to call , price little negotiable. 
car can b seen on lasani pulli sargodha road faisalabad",https://images.olx.com.pk/thumbnails/405449209-800x600.jpeg,None,kaggle_5586
Suzuki,Mehran Vxr,2005,715000,87000,Petrol,Manual,MEHRAN Alloy wheels new tires new bumper's new roof cloth new back lights washed front lights overhaul suspension new floor and seats poshish minor touchups shower for fresh looks.,https://images.olx.com.pk/thumbnails/413520980-800x600.jpeg,None,kaggle_5587
Daihatsu,Hijet,2007,950000,86000,Petrol,Automatic,"Daihatsu Hijet 2007 Model
Registered 2012
Automatic Transmission
AC working perfectly,
Documents complete available First owner car. 
New Engine Installed and is updated on documents. 
Excellent in drive just buy and drive",https://images.olx.com.pk/thumbnails/413968999-800x600.jpeg,None,kaggle_5588
Suzuki,Wagon R,2018,1995000,65650,Petrol,Manual,Chatt pillar geniun inner seal by seal geniun,https://images.olx.com.pk/thumbnails/413289992-800x600.jpeg,None,kaggle_5589
Toyota,Corolla Xli,2010,2240000,128000,Petrol,Manual,"Toyota Corolla Xli Model 2010
Registered Lahore Smart card Token update 
condition 10/10 
seal to seal Geniun 
Only 3 door minor touching 
Mechanical 100% ok 
tyres 80 % ok 
Complete Original Documents Available 
Ac plus Heater on
only use petrol 
Home Use car 
just buy and drive",https://images.olx.com.pk/thumbnails/417336399-800x600.jpeg,None,kaggle_5590
Toyota,Corrolla Altis,2017,4100000,77000,Petrol,Automatic,"Toyota Altis 2017, 
Total Genuine,  100%
After Market Expensive Alloy Rims, 
Tracker installed, 
LED Headlights and Fog Lights, 
No work required, just buy n drive. 
Toyota  dealership maintained and history available. 
Inside out fully original. 
Complete original file is available . 
Driven on petrol throughout . 
In showroom condition. 
The original book is available as well. 
All token taxes are paid to date.",https://images.olx.com.pk/thumbnails/327281644-800x600.jpeg,None,kaggle_5591
Daihatsu,Mira,2020,3500000,5500,Petrol,Automatic,"Daihatsu Mira LSA III
Auction Grade 6
Model 2020
Color Silver
5,500 kms driven
Radar
Parking Censors
Brand New Car
For more details kindly visit or contact HS Automobiles",https://images.olx.com.pk/thumbnails/414789130-800x600.jpeg,None,kaggle_5592
Suzuki,Alto,2020,2380000,32000,Petrol,Automatic,Suzuki Alto Vxl Ags 2019 December Registered In 2020 January Original Silver Metallic Colour First Owner Gives Average 17 18 km Per Liter Mostly Driven In Dha Clifton Area Leather Seat Cover Floor Mating Installed All Documents Clear Tax Paid  Well Maintained No Any Work Required Just Buy N Drive Genuine Buyers Contact Only No Brokers,https://images.olx.com.pk/thumbnails/416075420-800x600.jpeg,None,kaggle_5593
Toyota,Corrolla Altis,2006,1800000,140000,Petrol,Automatic,"Toyota altis 2006
automatic gear
sindh number
smart card and file by hand
all documents clear
doctor used car
showered below roif for fresh look
new tyre 
Ac start",https://images.olx.com.pk/thumbnails/414383997-800x600.jpeg,None,kaggle_5594
Toyota,Corolla Gli,2009,2400000,121000,Petrol,Manual,"Toyota Corolla GLi 2009 Model Lahore registration, second owner, documents original, computer number plates , bio metric available , token up to date , Ac heater OK , don't make any foolish offer , can be exchange with Vigo, Prado, diesel baxa",https://images.olx.com.pk/thumbnails/405353853-800x600.jpeg,None,kaggle_5595
Suzuki,Alto,2015,2400000,120000,Petrol,Automatic,"B to B ok. . 
No mechinical work. . 
Alloy rim
New tyre
No touch. . 
Fressh look like 2023 model
Home used car. 
Fuel 18km per litre",https://images.olx.com.pk/thumbnails/413795437-800x600.jpeg,None,kaggle_5596
Daihatsu,Cuore,2003,600000,231498,Petrol,Manual,"AC on hai power windows hai power sensor locking hai aur CNG aur petrol per donon per 
hai car ka engine 100% okay hai",https://images.olx.com.pk/thumbnails/405966648-800x600.jpeg,None,kaggle_5597
Suzuki,Wagon R,2019,2349000,72000,Petrol,Manual,"Perfect Engine, Mechanically well maintained, minor touchups (1-2 parts), Suzuki maintained, Slightly negotiable on spot. .",https://images.olx.com.pk/thumbnails/414819553-800x600.jpeg,None,kaggle_5598
Suzuki,Every,2017,2350000,155000,Petrol,Automatic,"Suzuki Every 2017 
Mint condition ( bumper to bumper) 
Self import 
Genuine mileage 
Verifiable auction sheet and japan pictures are available 
Only serious buyers can contact please.",https://images.olx.com.pk/thumbnails/412507132-800x600.jpeg,None,kaggle_5599
