make,model,year,price,mileage,fuel_type,transmission,body_type,description,image_url,vehicle_id
2014 model  import in 2018  and number plate 2019",https://images.olx.com.pk/thumbnails/412916123-800x600.jpeg,kaggle_16491
Honda,City Ivtec,2016,2835000,130000,Petrol,Manual,,"city 1.3 manual 
first owner 
new tires 
genuine condition only 1 door spray
 model 2016 
engine suspension 10/10",https://images.olx.com.pk/thumbnails/385886390-800x600.jpeg,kaggle_16492
Suzuki,Alto,2015,1250000,50000,Petrol,Manual,,alto mehran vx good condition,https://images.olx.com.pk/thumbnails/413636139-800x600.jpeg,kaggle_16493
Toyota,Corrolla Altis,2016,4000000,176000,Petrol,Automatic,,"Are you in the market for a reliable and well-maintained sedan? Look no further!

Up for sale is a fantastic 2016 (January) Toyota Corolla Altis. This car has been meticulously cared for, with only 176,000 kilometers on the odometer. 

Mechanically, this Corolla Altis is in excellent condition, ensuring peace of mind on the road. It's been regularly serviced and has a strong, efficient engine that's both fuel-efficient and dependable. 

While the car is mechanically fit, there have been some minor paint touch-ups to keep it looking its best.",https://images.olx.com.pk/thumbnails/402668101-800x600.jpeg,kaggle_16494
Suzuki,Wagon R,2022,2625000,35000,Petrol,Manual,,"All document clear
new tyre
good fuel average
everything in working condition
chilled ac",https://images.olx.com.pk/thumbnails/413789040-800x600.jpeg,kaggle_16495
Honda,Civic Prosmetic,2008,1950000,170000,Petrol,Automatic,,"Aslam o Alikum Honda Civic Reborn 1.8 Automatic Lush Condition for sale. 
Gari all Ok Chill Ac Neat & Clean Room Documents All Clear Biometric & Card Available. 
Home Use Gari Hai Chat,Bonat,Digii Genuine Sides Shower For Fresh Look Without Potion Gari without accident hai Gari ka koi kam nai hai just Buy And Drive. 
Price Moka Py Thori Boht Kam ho jy gi. . . 
Whatsapp ",https://images.olx.com.pk/thumbnails/410862707-800x600.jpeg,kaggle_16496
Toyota,Corrolla Altis,2016,3950000,75000,Petrol,Automatic,,"o3oo 64o5o47   RABTA 
TOTAL GENUINE 
ONLY 1 DOOR SHOWER 
2016 END MODEL WITH NEW IMMOBILISER KEY",https://images.olx.com.pk/thumbnails/413439914-800x600.jpeg,kaggle_16497
Mitsubishi,Lancer,2006,2200000,140000,Petrol,Automatic,,"This is a car with perfect condition, maintained exterior and interior. I am selling with a heavy heart otherwise lancer can't be sold always kept. Absolutely next level car. can be seen at H 13 at my home.",https://images.olx.com.pk/thumbnails/383845071-800x600.jpeg,kaggle_16498
Suzuki,Every,2012,1160000,250000,Petrol,Manual,,aoa gari bahir sy sari showar ha ander sy genun ha tyre 5 new han,https://images.olx.com.pk/thumbnails/414782610-800x600.jpeg,kaggle_16499
Honda,City Ivtec,2015,2755000,140000,Petrol,Manual,,"HONDA CITY  IVTEC( 1.3 )
MODEL 2015
Silver, metallic COLOR
BLACK ROOM
1st OWNER
Seal to sealed pack
Minor touchup
 *",https://images.olx.com.pk/thumbnails/413347951-800x600.jpeg,kaggle_16500
Honda,City Ivtec,2006,1500000,99000,Petrol,Manual,,4 piece touch up. Polo Alloy rims. Brand new tyres. Power AMP include. Ready to use. Please no agents. No chat messages. Direct call on phone number provided. Thank you,https://images.olx.com.pk/thumbnails/407431359-800x600.jpeg,kaggle_16501
Honda,Civic Oriel,2017,4700000,57000,Petrol,Automatic,,Honda civic vti oryial,https://images.olx.com.pk/thumbnails/412951199-800x600.jpeg,kaggle_16502
Toyota,Yaris,2021,4865000,96000,Petrol,Automatic,,"Toyota Yaris hatchback 1,000 CC Japanese 
Model: 2021 fresh import 2023
X packages push start. 
Un-Registered 
4 Grade (verifiable auction sheet)

Automatic CVT transmission 
Pre Collision safety system Radar
Dual multimedia steering
Adjustable steering
Power steering , power windows
Power retractable mirrors
Auto braking system
Auto headlight (adjustable)
Dual driving modes. 
Lane assist
Road sign assist (RSA)
DVD with apple car play
SRS airbags 10
ABS breaks
Keyless entry, door sensors
Traction control
Back camera
Front recording cam with DVR

serious buyer plz contact",https://images.olx.com.pk/thumbnails/400087242-800x600.jpeg,kaggle_16503
Toyota,Corolla Xli,2003,1425000,250000,Petrol,Manual,,"XLI 2003 
Some Piece touchup
Suspension  
Engine  
Interior Genuine",https://images.olx.com.pk/thumbnails/414263059-800x600.jpeg,kaggle_16504
Honda,City Aspire,2016,2950000,86523,Petrol,Manual,,"HONDA CITY ASPIRE 1.5 MANUAL 
1ST OWNER FROM DAY 1ST 
TOTAL ORIGINAL JUST LIKE BRAND NEW CAR 
ONLY SERIOUS BUYER CONTACT PLZ
NO TIME WASTERS
*zero* three * zero *zero *96333*4*7",https://images.olx.com.pk/thumbnails/411905117-800x600.jpeg,kaggle_16505
Daihatsu,Mira,2012,2149000,100000,Petrol,Automatic,,car full original hy bas 2 pis tach up hy full mantan car home us car hy ac child hy engine ok hy koi Kam nhi hy,https://images.olx.com.pk/thumbnails/402360058-800x600.jpeg,kaggle_16506
Toyota,Corolla Gli,2016,3850000,100000,Petrol,Automatic,,"Toyota Gli
Model 2016 /17
Mileage 1 lac
Demand 38.50",https://images.olx.com.pk/thumbnails/414208483-800x600.jpeg,kaggle_16507
Mercedes,C Class,2009,4600000,140000,Petrol,Automatic,,"Mercedes benz 2009 Model
blue efficiency with 1.6 supercharged engine
multimedia screen and reverse camera installed
brand new tyres
heating seats
very well maintained
token clear and biometric in hand
for further detail whatsapp
Dr Tanveer sherazi",https://images.olx.com.pk/thumbnails/409309202-800x600.jpeg,kaggle_16508
Suzuki,Swift,2015,2000000,150000,Petrol,Manual,,Suzuki Swift DLX ,https://images.olx.com.pk/thumbnails/414560477-800x600.jpeg,kaggle_16509
Suzuki,Every,2013,1300000,275000,Petrol,Automatic,,"Every for Sale Model 2008 Registered 2013 in very good condition. Family used car . 
Call zero three one one ",https://images.olx.com.pk/thumbnails/411701612-800x600.jpeg,kaggle_16510
Suzuki,Alto,2006,830000,127252,Petrol,Manual,,kuch pic touching ma ha under sa janwan ha price ma kuch kami ho ja ge,https://images.olx.com.pk/thumbnails/413700567-800x600.jpeg,kaggle_16511
Toyota,Corrolla Altis,2019,4450000,112000,Petrol,Automatic,,toyota corola altis 1.6 automatic for sale,https://images.olx.com.pk/thumbnails/414545908-800x600.jpeg,kaggle_16512
Daihatsu,Mira,2021,3450000,3700,Petrol,Automatic,,"MIRA LSA3
Model Year : 2021
Registration Year : Unregistered 

Colour : Sky Blue
Engine Capacity : 658cc

Verifiable auction report 
• AUTO HEADLIGHT",https://images.olx.com.pk/thumbnails/413192148-800x600.jpeg,kaggle_16513
Hyundai,Santro,2003,895000,99000,Petrol,Manual,,"bumper to Bumper  scratchless, 
engine ,ac ,suspension, perfect
New tyre
New battery 
neat and clean family car 
Jo apne name karvana chahte hain wohi rabta karain plz ,",https://images.olx.com.pk/thumbnails/413612671-800x600.jpeg,kaggle_16514
Suzuki,Swift,2018,2550000,36540,Petrol,Automatic,,"second owner. selling cause i got a car from company
original file and book 
cplc clear
just buy and drive",https://images.olx.com.pk/thumbnails/413013515-800x600.jpeg,kaggle_16515
Daihatsu,Hijet,2014,1680000,95112,Petrol,Automatic,,good condition 2014 modal 2019 import all oil & tuning done new battery chill Ac LCD camera side miner tuchup non exidantal  good fual average no any work required just buy good drive exchange possible any big car,https://images.olx.com.pk/thumbnails/410609239-800x600.jpeg,kaggle_16516
Daihatsu,Cuore,2003,650000,89000,Petrol,Automatic,,"Daihatsu Cuore Cx Eco
Model 2003 
0307/2865/657 
Sound system
child ac
Centre locks
Brand new tyer
Sound less engine. All taxes paid. Sealed and powerful engine  . New tires installed recently Complete original file is availble . Complete service history available. Authorized dealership maintained. mint Condition",https://images.olx.com.pk/thumbnails/410863584-800x600.jpeg,kaggle_16517
Suzuki,Wagon R,2022,2980000,18500,Petrol,Automatic,,"Suzuki Wagon R AGS 2022 ,only has done 16500 km authentic milage, Spare tyre unused, 100% guaranteed Untouched Original colour, mostly remained parked and used as 3rd car, absolutely untouched original shiny colour with no difference between this and zero meter car. Grab the opportunity of buying a brand new kind of car, Asking 30,40000/- First Reasonable offer gets it. Only tasteful buyers who understand the worth of low mile brand new car should contact,0/3/0/0/8/2/2/1/2/6/4",https://images.olx.com.pk/thumbnails/397577192-800x600.jpeg,kaggle_16518
Honda,City Ivtec,2017,3625000,49323,Petrol,Automatic,,"Just like a brand new car
Low mileage guaranteed
Scrathcless n Spotless
Just but n drive
Price slightly negotiable",https://images.olx.com.pk/thumbnails/412804554-800x600.jpeg,kaggle_16519
Toyota,Altis Grande,2016,4625000,109000,Petrol,Automatic,,"Toyota grande
Sunroof
used by a defence person very carefully
immaculate condition
2 peice touching
White colour
1800cc
Smartcard.     On my name",https://images.olx.com.pk/thumbnails/406091481-800x600.jpeg,kaggle_16520
Toyota,Passo,2014,2850000,85000,Petrol,Automatic,,"same as new condition, no fault all ok Smart card lost,Duplicate card issued from excise on my own name GPS Tracker installed",https://images.olx.com.pk/thumbnails/382768254-800x600.jpeg,kaggle_16521
Daihatsu,Hijet,2014,1380000,85000,Petrol,Automatic,,"Daihatsu Hijet  2014/2019
First  owner complete file 
Insid  original condition 
Out side 2se 3 pic touchp
Extra  Sets  & safe Gards
Chilld AC Tv back cemra 
     Please urgent sale 
Full & final Price 13 Lac 80 hazzar
WhatsApp  0313 # 80 # 46 # 115",https://images.olx.com.pk/thumbnails/415078479-800x600.jpeg,kaggle_16522
Suzuki,Swift,2016,2380000,75000,Petrol,Manual,,"SUZUKI SWIFT 
Model 2016 
75000 km driven 
ISLAMABAD REGISTER
own my name 
all documents clear
biometric available
just buy N drive :-:",https://images.olx.com.pk/thumbnails/413470138-800x600.jpeg,kaggle_16523
Mitsubishi,Minica,2013,1345000,85000,Petrol,Automatic,,minica white in excellent condition all genuine first owner imported in 2012 November registered in 2013 one hand driven since 2013. New tyres and new battery recently installed,https://images.olx.com.pk/thumbnails/286191645-800x600.jpeg,kaggle_16524
Honda,City Aspire,2015,3200000,66000,Petrol,Automatic,,"Honda City 1.5 Aspire Full optional Automatic 
Ac/heater active on chill mahol
suspension 100% ok
Engine 100% ok 
Millage driven 66000 
Home used
Faislabad registered 
neat and clean body fresh
Total genuine seal to seal
All documents clear 
biometric on the spot available",https://images.olx.com.pk/thumbnails/413837255-800x600.jpeg,kaggle_16525
Honda,Civic Oriel,2004,1450000,123456,Petrol,Manual,,"Drive Your Dreams towards Your Desired Destination in the Luxurious Automobile:   
  
Honda Civic VTI-ORIAL 
         (Manual sunroof)
  UG (Leather Interior)
      i. VTEC 
 (2004 Model/1500CC) 
            Lahore Number  
        Smart Card/  
        Personal Car
       15's Clearance,
         Token Paid  
 Blue metallic Colour 
 Perfect Petrol Engine with Very Economical Mileage 
    Perfect Suspension   
     Power Steering, 
     Power Windows,  
        Power Mirrors
        (Retractable),
       Functional Sunroof 
       AC/Heater, New Android Panel with Genuine Sound System/Navigation System, 
    02 Intact Air-Bags        New Tyres with 
     Alloy-Rims
          Rear Camera
Completely Genuine Interior  
 and  Exterior with
      side's shower 
 All Required Services and Oils are recently maintained from Handa Centre. 

   Demand: 14,50,000 PkR 
The serious buyers are encouraged to contact 
 
 
   H-8/4, Islamabad",https://images.olx.com.pk/thumbnails/413010495-800x600.jpeg,kaggle_16526
Suzuki,Bolan,2014,1200000,123456,Petrol,Manual,,Suzuki bolan for sale in good condition. Inside and outside in original colour. Original file and smart card available own my name. Token clear. only serious buyer contact me on this number ,https://images.olx.com.pk/thumbnails/411468049-800x600.jpeg,kaggle_16527
Faw,V2,2019,1650000,104000,Petrol,Manual,,"urgent for sale 
total geniune only 4,5 inches touchup",https://images.olx.com.pk/thumbnails/413727219-800x600.jpeg,kaggle_16528
Suzuki,Swift,2012,1480000,135000,Petrol,Manual,,AOA Sid's spray Digi roof bonat genuine interior 100 % genuine seil by seil sespention 100%ok AC child best fuel average in city and long drive granted 16 to 18 gari me 1 rupy ka b Kam nh Hai bs buy and drive visit kren with your mechanic and painter then offer. . .,https://images.olx.com.pk/thumbnails/410175582-800x600.jpeg,kaggle_16529
Suzuki,Ravi,2014,1050000,74000,Petrol,Manual,,"Suzuki Ravi
Fresh Condition",https://images.olx.com.pk/thumbnails/412267404-800x600.jpeg,kaggle_16530
Chevrolet,Exclusive,2005,835000,32000,Petrol,Manual,,"Model 2005
Documents Orignal with biometric
Front Led Lights Installed
Engine 100% /660cc
Feul Consumption in city 22/long 25

Body 90%
Bettry Dry New
Amplifire Woofer Installed
Blutooth Sound system 
Ac Available
Good Condiotion 
Car is in Good Condition Not any work required in this car ,
 Dn't give any foolish offer,
Price is Little Negotiate
Contact Whatsapp 0/3/0/5/2/5/0/3/2/4/6",https://images.olx.com.pk/thumbnails/415256218-800x600.jpeg,kaggle_16531
Toyota,Corolla Gli,2010,2500000,210000,Petrol,Manual,,car for sale modal ,https://images.olx.com.pk/thumbnails/413027970-800x600.jpeg,kaggle_16532
Daihatsu,Cuore,2006,600000,147000,Petrol,Manual,,"outside shower
inside original
documents clear
cplc clear
own engine
on petrol
engine 100%
AC on",https://images.olx.com.pk/thumbnails/411133396-800x600.jpeg,kaggle_16533
Kia,Sportage,2004,1250000,123456,Petrol,Manual,,Kia  suportage jenion jeep,https://images.olx.com.pk/thumbnails/414611587-800x600.jpeg,kaggle_16534
Toyota,Corolla Gli,2014,2800000,140000,Petrol,Manual,,Good condition all documents clear.,https://images.olx.com.pk/thumbnails/414651903-800x600.jpeg,kaggle_16535
Toyota,Passo,2017,3300000,105000,Petrol,Automatic,,"2017 model
2020 import
2020 punjab registered
just as new car
no work required",https://images.olx.com.pk/thumbnails/412950437-800x600.jpeg,kaggle_16536
Daihatsu,Move,2015,2450000,71000,Petrol,Automatic,,on my name original paint full option traction control auto reader brake system eco ideal auto adjust head light auto retractable side mirror drive like new car tv back view camera brand new tayer child ac low mileage car model 2015 import registration 2017 drive like new car engine suspension 100 % ok interested people contact me every thing working all no sms no chat only call sale urgently,https://images.olx.com.pk/thumbnails/382976361-800x600.jpeg,kaggle_16537
Toyota,Passo,2006,1890000,86000,Petrol,Automatic,,urgent sale no fulish offer please need cash,https://images.olx.com.pk/thumbnails/414978718-800x600.jpeg,kaggle_16538
Daihatsu,Terios Kid,2010,3550000,187905,Petrol,Manual,,7 seater 4×4 vehicle1,https://images.olx.com.pk/thumbnails/413677252-800x600.jpeg,kaggle_16539
Suzuki,Mehran Vxr,2016,1230000,35590,Petrol,Manual,,Genuine . Original documents. Chill AC. . Non accidental. Best fuel average,https://images.olx.com.pk/thumbnails/413082201-800x600.jpeg,kaggle_16540
Suzuki,Ravi,2022,1700000,4000,Petrol,Manual,,"Suzuki Ravi
2022
White
Applied for Registration
4000KM Milage
Total Genuine",https://images.olx.com.pk/thumbnails/368324370-800x600.jpeg,kaggle_16541
Honda,City Ivtec,2011,2545000,94000,Petrol,Automatic,,"City 1.3 Prosmatic - Model 2011
LED Camera - Security Lock 
Engine Suspension Perfect
Original and Genuine Colour/ Body
2 pieces shower - no poten
On my Name
Original Documents",https://images.olx.com.pk/thumbnails/411915584-800x600.jpeg,kaggle_16542
Daihatsu,Mira,2012,2390000,100000,Petrol,Automatic,,"Mira G Package Key variant
Pearl White Colour
Retractable Mirror
climate Control Ac
Rims With New Tyres
Scratch less original Body (2 pce Touchup)
original Own Engine
Tax and Cplc All Clear
car Documents will be handover after transfer the vehicle",https://images.olx.com.pk/thumbnails/410614700-800x600.jpeg,kaggle_16543
Toyota,Corrolla Altis,2017,4300000,84000,Petrol,Automatic,,"Toyota Corolla Altis 1.6 model 2017 Islamabad number smart card is available
passenger side door mai footboard se upar colour hai and minor touching Engine is seal to seal car condition 10/10 for more information call urgent sale. . 
0/3/3/3/9/3/9/1/1/1/8",https://images.olx.com.pk/thumbnails/389906064-800x600.jpeg,kaggle_16544
Mitsubishi,Lancer,2008,1400000,260000,Petrol,Manual,,"Mitsubishi Lancer GLX 1.3L
260,000 driven
Body Kit installed
Original book is available as well. Original return file is available. Never been into any accident. Fitted with new tires. All taxes paid. Totally driven on petrol. 
Looking to sell the car urgently.",https://images.olx.com.pk/thumbnails/409710522-800x600.jpeg,kaggle_16545
Suzuki,Mehran Vxr,2008,820000,50000,Petrol,Manual,,"I m selling my Suzuki Mehran Car silver color Islamabad Registered 10/10 condition engine 100 ,No each & everything ok,just put fuel and drive, vehicle is only driven in Islamabad area one hand use",https://images.olx.com.pk/thumbnails/414447643-800x600.jpeg,kaggle_16546
Faw,X-Pv,2015,700000,100000,Petrol,Manual,,"Good condition van
A/c working
Engine
Suspention
Everything in good condition1000",https://images.olx.com.pk/thumbnails/408429500-800x600.jpeg,kaggle_16547
Toyota,Altis Grande,2017,4330000,89000,Petrol,Automatic,,Very neat and clean car with no fault. excellent condition. selling because of urgent funds requirements.,https://images.olx.com.pk/thumbnails/414228928-800x600.jpeg,kaggle_16548
Daihatsu,Cuore,2006,799000,100000,Petrol,Manual,,"complete orignal documents orignal no plates lcd back camera remote kit keyless entry good condition tyres orignal paint no touching no shower (only one right back door and one front right fender shower)all seals ok no rust any where new body engine 100% gare suspension ac excilent working. new poshesh interior exterior looks like new. kept with extreme care price according to condition so first visit then give offer call sms watsapp chat welcome. 
jazakallah",https://images.olx.com.pk/thumbnails/404697443-800x600.jpeg,kaggle_16549
Suzuki,Mehran Vxr,2017,1125000,148000,Petrol,Manual,,Suzuki. mehran  vxr 2017 original document original paint. only 2 piece shower only  more detail contact mee,https://images.olx.com.pk/thumbnails/413800431-800x600.jpeg,kaggle_16550
Toyota,Altis Grande,2017,4200000,106000,Petrol,Automatic,,grande ,https://images.olx.com.pk/thumbnails/410662310-800x600.jpeg,kaggle_16551
Suzuki,Mehran Vxr,2009,575000,12345,Petrol,Manual,,inner and outer both are original. good petrol average. 18 km per litter.,https://images.olx.com.pk/thumbnails/398167970-800x600.jpeg,kaggle_16552
Suzuki,Bolan,2005,530000,50000,Petrol,Manual,,"hirope Bolan good condition tyre new Battery new
number ",https://images.olx.com.pk/thumbnails/411589708-800x600.jpeg,kaggle_16553
Honda,City Ivtec,2011,2695000,150000,Petrol,Automatic,,well maintained orignal mileage brand new tyres only 5k driven at own name urgent sale only for serious consumers.,https://images.olx.com.pk/thumbnails/414380550-800x600.jpeg,kaggle_16554
Suzuki,Wagon R,2018,2349000,71000,Petrol,Manual,,"Wagon-R 2018 model for sale
Urgent Sale
100% genuine
Tyres bilkul new hain chly hon gy
Baki kisi qism ka koi fault ni hai 
Family k liye single handed used gari hai
Koi kaam ni hony wala hai 
Chaska party dur rhain 
only serious buyers contant",https://images.olx.com.pk/thumbnails/414827238-800x600.jpeg,kaggle_16555
Suzuki,Mehran Vxr,2009,725000,70000,Petrol,Manual,,"good condition
ac working
posish new
console installed
smooth driving",https://images.olx.com.pk/thumbnails/413173591-800x600.jpeg,kaggle_16556
Toyota,Passo,2007,1990000,150000,Petrol,Automatic,,"Toyota Passo Model 2007
*1.3cc orginal
*REGISTRATION Islamabad
*Transmission Automatic
*Assembly Imported
***
*Genuine Milage
*********
• Total Genuine in New condition just 3 piece touchup***
Engine 100%
Suspension 100%
Gear 100 %
Chilled AC
Sound System
New Tyres
• Neat and clean interior and exterior. 
• Not a single penny worked required. All documents clear, smart card available,
on my name
***
• As a full featured full option car price is very reasonable . 
kindly contact this number: 03121/552/330",https://images.olx.com.pk/thumbnails/409475932-800x600.jpeg,kaggle_16557
Daihatsu,Mira,2015,2499000,58000,Petrol,Automatic,,Daihatsu mira model ,https://images.olx.com.pk/thumbnails/410614123-800x600.jpeg,kaggle_16558
Toyota,Corolla Xli,2012,2250000,118625,Petrol,Manual,,"Toyota Corolla 2012 Xli converted
Gli
•1st Owner
•Own Engine
•AC Perfect 
•Alloy Rims Installed
• Tyre condition perfect
•Speaker installed
• Back camera Lcd installed
•Central Lock with Alarm system installed
•Remote Key
•2 genuine keys available
•Original number plates available
•File and all orignal document available
•Cplc clear
•Carbon fiber steering cover installed
•Carbon fiber papering interior panels installed
•Power full own engine
•Retake mirror installed
Each and everything in working no work required just buy and drive",https://images.olx.com.pk/thumbnails/412839614-800x600.jpeg,kaggle_16559
Suzuki,Swift,2010,1600000,100000,Petrol,Manual,,suzuki swife 2010 model in good condition for sale availabe only in 16 lack  wattsapp number 0348one8one3six77 watsapp only and call number 0314four340two86,https://images.olx.com.pk/thumbnails/414537208-800x600.jpeg,kaggle_16560
Toyota,Passo,2006,1680000,18000,Petrol,Automatic,,urgent sales all documents clear,https://images.olx.com.pk/thumbnails/414447862-800x600.jpeg,kaggle_16561
Faw,X-Pv,2017,825000,170000,Petrol,Manual,,"Urgent Sale - FAW XPV. 
Rs 830,000


Lahore , Punjab 
24 minutes 

Year
2017
KM's driven
170,000
Price
830,000
Fuel
Petrol
Registration city
Lahore
Car documents
Original
Assembly
Local
Transmission
Manual 
Condition
Used
 
A Good Option For Family. 
It's a 10 Seater 1000Cc Car. 
A Less Expensive And Very Good Car In FAW. 
No Touching. 
Totally Genuine Car. 
NO MORE WORK REQUIRE JUST BUY AND DRIVE 
Owner name Faisal Razzaq
1. Dealer Hazrat And Time Waster Stay Away. 
*JazakAllah Khair. 
Only Serious Buyers Contact. 
More information contact on this number(0/3/3/3/4/5/3/0/8/6/3)",https://images.olx.com.pk/thumbnails/409944202-800x600.jpeg,kaggle_16562
Toyota,Passo,2011,1840000,123456,Petrol,Automatic,,"CAR CAN BE SEEN IN KAMRA CANNT
Urgent sale home used car
Non accedent
Inner totally genven
Outer only 3 piece touch up
without porteen
Mechanical outstanding
Fuel consumption outstanding
Ac heater music
Alloy rims
Original file smart card life time token paid
All documents clear in hand
only serious buyers contact me
zero triple Three Three zero five nine two seven six
0/3/3/3/3/0/5/9/2/7/6",https://images.olx.com.pk/thumbnails/414228081-800x600.jpeg,kaggle_16563
Suzuki,Mehran Vxr,2010,725000,83000,Petrol,Manual,,urgent.          sale,https://images.olx.com.pk/thumbnails/414656475-800x600.jpeg,kaggle_16564
Suzuki,Cultus Vxr,2011,1300000,48000,Petrol,Manual,,home use car and original car total,https://images.olx.com.pk/thumbnails/414368760-800x600.jpeg,kaggle_16565
Daihatsu,Cuore,2012,1180000,131000,Petrol,Manual,,can be exchanged with other cars,https://images.olx.com.pk/thumbnails/413521520-800x600.jpeg,kaggle_16566
Toyota,Passo,2017,3475000,46900,Petrol,Automatic,,"TOYOTA PASSO XS PACKAGE *SOFA SEAT*
1000 CC
MODEL 2017
REGISTERED 2022
BRITISH GREEN COLOUR (GLASS COATED BODY)
90% ORIGNAL IN BODY 
46900 KMS DRIVEN  
ECO IDLE 
LIGHT ADJUSTER 
RETRACTABLE SIDE MIRRORS 
BRAND NEW TYRES & RIMS
DVD & BACK VIEW CAMRA 
SPOTLESS INTERIOR & 
EXTERIOR
REMARKABLE CONDITION",https://images.olx.com.pk/thumbnails/414643886-800x600.jpeg,kaggle_16567
Honda,City Ivtec,2019,4060000,34000,Petrol,Automatic,,Honda city 2019 Model Silver colour Brand new car Bumper to Bumper genuine Allahamdulliah 1st owner on my name brand new tyres with beautiful Alloyrims Just 33000km Driven just like brand new original file and all documents available Just for serious persons no time wasters allowed Demand ,https://images.olx.com.pk/thumbnails/360063654-800x600.jpeg,kaggle_16568
Honda,City Aspire,2014,2775000,80000,Petrol,Automatic,,"family used car only 83,000 km driven. buy and drive. no work required. documents clear",https://images.olx.com.pk/thumbnails/413914575-800x600.jpeg,kaggle_16569
Toyota,Corolla Xli,2010,2100000,165000,Petrol,Manual,,corolla xli 2010 modal convert gli 2012 modal all OK original pant sel by sel,https://images.olx.com.pk/thumbnails/413775752-800x600.jpeg,kaggle_16570
Toyota,Corrolla Altis,2019,4725000,68000,Petrol,Automatic,,Toyota Corolla Altis ,https://images.olx.com.pk/thumbnails/414203770-800x600.jpeg,kaggle_16571
Honda,Civic Prosmetic,2014,3700000,150000,Petrol,Automatic,,2014 model. Total genuine. Family used car. Bought brand new and in our personal use only. First owner. Demand 37 lacs final.,https://images.olx.com.pk/thumbnails/409597717-800x600.jpeg,kaggle_16572
Suzuki,Alto,2020,2280000,34000,Petrol,Manual,,"Suzuki Alto Vxr 660cc
Almost Brand New Car

2020 Model
Only 34k Driven
2nd Owner
Home used car

100% Engine
100% Ac
100% Suspension 
All Documents Original and clear 

Brand New Yokohama Tyres
Power Steering 
Power Windows (After Market)
Led Headlights 
Led android multimedia 
Brand New Sporty Poshish
Central Locking System with immobilizer key
Back Camera

Extra accessories:
Spoiler 
All 4 inside shades
Rain shades
Carbon fiber steering cover

Not a Single Fault in the car
All ok 100% clear car",https://images.olx.com.pk/thumbnails/414507722-800x600.jpeg,kaggle_16573
Honda,City Ivtec,2009,2190000,163000,Petrol,Manual,,Alhamdullilah Total genuine car hai or car own my name hai home used car hai tyre almost new hai or battery bhi recently changed hoo hai Engine suspension 100 percent okkk hai Orr Ac wagera chilled hai only serious buyer contact…,https://images.olx.com.pk/thumbnails/414695751-800x600.jpeg,kaggle_16574
Kia,Picanto,2022,3550000,19000,Petrol,Automatic,,"In Good condition. 
Engine in pristine condition. 
Well maintained. 
Excellent mileag
Comfortable seats. 
Neat & clean interior/exterior. 
Excellent fuel average and smooth drive. 
For more details contact.",https://images.olx.com.pk/thumbnails/399558997-800x600.jpeg,kaggle_16575
Daihatsu,Terios Kid,2010,2025000,150000,Petrol,Automatic,,"Engine in pristine condition, suspension is very good, AC in perfect condition, Body is genuine no major accident and is in original condition.",https://images.olx.com.pk/thumbnails/412195493-800x600.jpeg,kaggle_16576
Honda,City Ivtec,2010,2200000,120000,Petrol,Manual,,"lush scratchless condition
new Tyres
sides dry spray
new battery
modified to new shape",https://images.olx.com.pk/thumbnails/414954295-800x600.jpeg,kaggle_16577
Suzuki,Bolan,2020,1600000,30000,Petrol,Manual,,i want to sell my suzuki bolan,https://images.olx.com.pk/thumbnails/414612040-800x600.jpeg,kaggle_16578
Suzuki,Wagon R,2022,2775000,55000,Petrol,Manual,,"Suzuki wagon R VXL
2022 Model 
Islamabad Register 
First Owner
Family used car 
Outside 85% geniune 
inside total genuine 
Onehand used car accident nai ha Ac heater use ma ha 
Demand 2775 lak ha",https://images.olx.com.pk/thumbnails/413205609-800x600.jpeg,kaggle_16579
Hyundai,Santro,2003,885000,200000,Petrol,Manual,,"Very good condition 
Neat and clean car
very good for family use
very good feul average. . . . 18/19 km on long
Lahore Number 
Registered on my Name
No work required. . 
plz call after 4pm in working days",https://images.olx.com.pk/thumbnails/409150486-800x600.jpeg,kaggle_16580
Suzuki,Mehran Vxr,2004,570000,90000,Petrol,Manual,,mehran vxr model is 2004 but just like 2008 ac working child outside 95% original paint and compelet original file available drive is good Come with denter penter because save your time not cal car dealer because I am not saling open later new battery tyer is good cal time after 11am to 10. pm,https://images.olx.com.pk/thumbnails/414424881-800x600.jpeg,kaggle_16581
Toyota,Passo,2015,2100000,140000,Petrol,Automatic,,"Passo 2011 registration 2015
all documents are cleared tax UpTo date
cplc clear  both number plates issue
first owner transfer is must
engine is in presintine condition
inner total genuine
owsumn condition
only call plz",https://images.olx.com.pk/thumbnails/361149698-800x600.jpeg,kaggle_16582
Suzuki,Bolan,2021,1675000,35080,Petrol,Manual,,"suzuki Bolan 
Model : 2021 
Ganian paint 
sofa seats installed 
safe guard installed 
just like new 
on my name ( ٹرانسفر کروانی شرط ہے)
price negotiable",https://images.olx.com.pk/thumbnails/410396316-800x600.jpeg,kaggle_16583
Daihatsu,Cuore,2008,760000,123456,Petrol,Manual,,"cuore modal 2008+9 good candesan
cplc calir new tar dokomant caliar",https://images.olx.com.pk/thumbnails/401865353-800x600.jpeg,kaggle_16584
